"Year","SSB","SSB.CV","F","F.CV","Rect","Rect.CV","prev.SSB","prev.SSB.CV","prev.F","prev.F.CV","prev.Rect","prev.Rect.CV"
1994,13916.1641056829,0.0892666640443845,0.588054320792633,0.169291848408447,99211.4203993246,0.266475926849789,13872.9596876147,0.0856225380198351,0.592560224283644,0.164725583750887,95940.9577765458,0.260172388495923
1995,16097.9492402749,0.0951701823271085,0.397954061316884,0.190608114969633,40804.2143244559,0.258616055478903,15873.2608365304,0.0917184109457465,0.403885001524986,0.18506900307845,40038.1261578554,0.252730046109869
1996,16801.8431036097,0.0942664228665078,0.288378315900092,0.175076643331124,47308.2158527439,0.257806084507013,16667.2947194016,0.09056767247669,0.2966509977826,0.173619188353867,47447.5241796141,0.251880110644513
1997,15820.9699659382,0.0983200887627709,0.355651067450103,0.212749841567513,34903.1114732525,0.26030493037132,15804.2004000271,0.0940843367492303,0.359483771197488,0.207987592832257,34664.8671127299,0.254516178399128
1998,16555.6508745308,0.0919726084291571,0.295311584424538,0.167480906176233,76869.2219753181,0.264673988369179,16479.8704219544,0.0884441295281551,0.30025289198794,0.165144299790046,75174.8080587532,0.258947892224843
1999,18325.7451184444,0.0961698345370839,0.233265206835744,0.192183259660382,85877.6696729861,0.268232017671714,18281.375865889,0.0922329333385509,0.23603929413187,0.18830789281795,82483.9092530063,0.262544008634158
2000,25212.7614615963,0.0987175479384114,0.192347652057352,0.161149750602501,33602.4237069687,0.26532248163816,24835.1369406011,0.0951616822038536,0.19671854322303,0.15893081404176,32749.3440478644,0.260105433786814
2001,25959.3037839043,0.0968789156641713,0.231973941988074,0.170369368996153,27288.1168314979,0.269542845298743,25446.7779934193,0.0938604798165229,0.239756236229321,0.16856816791734,26598.1543850148,0.264032681585634
2002,20301.0736779067,0.0977674047841288,0.268558115758339,0.1913304758079,50850.0803493378,0.262671325530253,19878.3277168899,0.0949686877600065,0.280271533397053,0.190151238422822,49598.181035215,0.257196042147956
2003,14184.983674152,0.0992770547681166,0.251484962708323,0.195031402850564,39719.0400452898,0.260054223223075,14071.596371124,0.0958266554624978,0.258549894389327,0.194322381978988,39313.5753256573,0.254369148080095
2004,12539.2205778122,0.108198383461543,0.242937360431285,0.219276829041617,70184.7061925198,0.2622311320307,12361.8528993165,0.104673324442461,0.246881063878511,0.214850896616537,69043.6176971111,0.256300241610226
2005,11462.6556854221,0.113305671534547,0.158514009397037,0.192755447135052,66348.6020875867,0.259931166062986,11391.4565712445,0.108985546146045,0.162061779669374,0.190488919821056,66185.7309757079,0.254190586736502
2006,12506.4292924521,0.105661237299715,0.165129785762297,0.211742666615521,111732.076864509,0.265084535135302,12473.0169006346,0.101715810926396,0.166434390478638,0.207964955918631,111283.602408659,0.259173060008636
2007,15005.4777490509,0.0996955889552184,0.111135357926111,0.225082654390157,87353.783387689,0.267476223260811,15235.8948115831,0.0956106803813888,0.107400016116657,0.217142058231639,86123.1090232358,0.262204560073908
2008,19745.9842728154,0.100188833570497,0.139578729326885,0.238285145692552,101365.540959688,0.273684184324178,20170.1826339345,0.0961247706622278,0.132491956335088,0.231191651268682,99136.3549737589,0.268014702194077
2009,22918.7800920256,0.141855018220403,0.136470539858353,0.244850276188558,82987.6973412939,0.254448099464054,24218.2764071333,0.133540022747071,0.125119183997054,0.236967390487199,81247.3293398882,0.251124657443848
2010,25261.4181067022,0.158932104086784,0.135480147048726,0.266275873235673,50800.281257167,0.259712533372603,27090.113126193,0.150771311427305,0.120140386802792,0.260559299420219,50812.7687358687,0.254916957568802
2011,27742.5689725583,0.168503872427159,0.0667188083005907,0.225683077526948,69971.5696486947,0.260321990646535,30044.493741343,0.160750675400608,0.0603933775885131,0.217579282378965,69051.9250006539,0.2565179783374
2012,24911.7032866467,0.170959460028285,0.0691902358846309,0.209882854404474,52198.2862589721,0.261469504421812,27392.5117336261,0.163513822260852,0.0626003290749154,0.201326392199525,51603.3114220896,0.257513358926904
2013,22404.6783289582,0.172996199547744,0.0658491998756066,0.221794086631959,72727.904520879,0.259870197323669,24816.8698692617,0.165307002114255,0.0585421732241349,0.212068794680001,73116.6593301655,0.256083710401656
2014,28879.197688624,0.173487063239763,0.0497087218702374,0.223301706471614,109624.588758314,0.264329206751866,31379.0008054911,0.165570313250035,0.0447818208149856,0.213743212269974,111658.926792892,0.259852656050715
2015,33670.4392112309,0.166744989001348,0.0484014985869868,0.225878344958432,30445.15590439,0.263387803104908,36063.6387083751,0.159382537286111,0.0433752921768205,0.216648470293929,30504.6641582247,0.258894404910317
2016,42213.0522630125,0.163696562156368,0.035446620793837,0.232442405484998,57866.1685453248,0.268717000887798,44831.7508155468,0.156437908953486,0.0317265989495158,0.222788406209039,56273.1626846417,0.265585855742749
2017,44626.7461075268,0.167257865164764,0.0338028332685308,0.234370238352286,16490.8811680317,0.266069638710749,48374.1707479589,0.159023877282095,0.0299932393340896,0.222545068108453,16223.2073992773,0.265257922056491
2018,40736.5549841084,0.172011595401525,0.0309627157811664,0.221369627699235,69286.9536227727,0.267797529668697,45864.0623523276,0.163905226197703,0.0269229989166051,0.209455779772132,74673.6408715731,0.2716961857676
2019,27395.3278323474,0.174682326616676,0.0435099198692903,0.217603304206761,45829.9429276859,0.269352887883305,33864.0804048017,0.170428937147039,0.0337925431272896,0.209213317229996,45332.0874762908,0.306000303716131
2020,17914.2262550607,0.18823804179348,0.0384133347368489,0.226017561260768,62731.276491853,0.337445851990009,NA,NA,NA,NA,NA,NA
2021,12558.8360475483,0.184166442439722,0.0526215616154916,0.227929784378007,79005.5015188847,0.313464020209661,NA,NA,NA,NA,NA,NA
